"","seqid","start","end","strand","type","ID","Alias","Name"
"1027","chr13",44196171,44196190,"-","miRNA","MIMAT0031006",MIMAT0031006,"hsa-miR-8079"
"1028","chr13",49996415,49996501,"-","miRNA_primary_transcript","MI0016003",MI0016003,"hsa-mir-3613"
"1029","chr13",49996465,49996486,"-","miRNA","MIMAT0017990",MIMAT0017990,"hsa-miR-3613-5p"
"1030","chr13",49996426,49996449,"-","miRNA","MIMAT0017991",MIMAT0017991,"hsa-miR-3613-3p"
"1031","chr13",50048973,50049061,"-","miRNA_primary_transcript","MI0000070",MI0000070,"hsa-mir-16-1"
"1032","chr13",50049027,50049048,"-","miRNA","MIMAT0000069",MIMAT0000069,"hsa-miR-16-5p"
"1033","chr13",50048985,50049006,"-","miRNA","MIMAT0004489",MIMAT0004489,"hsa-miR-16-1-3p"
"1034","chr13",50049119,50049201,"-","miRNA_primary_transcript","MI0000069",MI0000069,"hsa-mir-15a"
"1035","chr13",50049167,50049188,"-","miRNA","MIMAT0000068",MIMAT0000068,"hsa-miR-15a-5p"
"1036","chr13",50049130,50049151,"-","miRNA","MIMAT0004488",MIMAT0004488,"hsa-miR-15a-3p"
"1037","chr13",51348567,51348639,"-","miRNA_primary_transcript","MI0019300",MI0019300,"hsa-mir-5693"
"1038","chr13",51348576,51348597,"-","miRNA","MIMAT0022486",MIMAT0022486,"hsa-miR-5693"
"1039","chr13",51552589,51552667,"+","miRNA_primary_transcript","MI0017336",MI0017336,"hsa-mir-4703"
"1040","chr13",51552599,51552621,"+","miRNA","MIMAT0019801",MIMAT0019801,"hsa-miR-4703-5p"
"1041","chr13",51552637,51552658,"+","miRNA","MIMAT0019802",MIMAT0019802,"hsa-miR-4703-3p"
"1042","chr13",52810050,52810140,"+","miRNA_primary_transcript","MI0004065",MI0004065,"hsa-mir-759"
"1043","chr13",52810073,52810094,"+","miRNA","MIMAT0010497",MIMAT0010497,"hsa-miR-759"
"1044","chr13",54311972,54312048,"-","miRNA_primary_transcript","MI0006358",MI0006358,"hsa-mir-1297"
"1045","chr13",54311981,54311997,"-","miRNA","MIMAT0005886",MIMAT0005886,"hsa-miR-1297"
"1046","chr13",55174454,55174548,"+","miRNA_primary_transcript","MI0017874",MI0017874,"hsa-mir-5007"
"1047","chr13",55174474,55174495,"+","miRNA","MIMAT0021035",MIMAT0021035,"hsa-miR-5007-5p"
"1048","chr13",55174509,55174530,"+","miRNA","MIMAT0021036",MIMAT0021036,"hsa-miR-5007-3p"
"1049","chr13",61199798,61199880,"-","miRNA_primary_transcript","MI0014200",MI0014200,"hsa-mir-3169"
"1050","chr13",61199848,61199869,"-","miRNA","MIMAT0015044",MIMAT0015044,"hsa-miR-3169"
"1051","chr13",65966330,65966429,"-","miRNA_primary_transcript","MI0016833",MI0016833,"hsa-mir-548x-2"
"1052","chr13",65966352,65966371,"-","miRNA","MIMAT0015081",MIMAT0015081,"hsa-miR-548x-3p"
"1053","chr13",66218250,66218324,"+","miRNA_primary_transcript","MI0017337",MI0017337,"hsa-mir-4704"
"1054","chr13",66218259,66218280,"+","miRNA","MIMAT0019803",MIMAT0019803,"hsa-miR-4704-5p"
"1055","chr13",66218296,66218317,"+","miRNA","MIMAT0019804",MIMAT0019804,"hsa-miR-4704-3p"
"1056","chr13",77698012,77698116,"-","miRNA_primary_transcript","MI0016066",MI0016066,"hsa-mir-3665"
"1057","chr13",77698075,77698092,"-","miRNA","MIMAT0018087",MIMAT0018087,"hsa-miR-3665"
"1058","chr13",87618665,87618740,"-","miRNA_primary_transcript","MI0016863",MI0016863,"hsa-mir-4500"
"1059","chr13",87618671,87618687,"-","miRNA","MIMAT0019036",MIMAT0019036,"hsa-miR-4500"
"1060","chr13",90231182,90231277,"+","miRNA_primary_transcript","MI0003636",MI0003636,"hsa-mir-622"
"1061","chr13",90231242,90231262,"+","miRNA","MIMAT0003291",MIMAT0003291,"hsa-miR-622"
"1062","chr13",91350605,91350688,"+","miRNA_primary_transcript","MI0000071",MI0000071,"hsa-mir-17"
"1063","chr13",91350618,91350640,"+","miRNA","MIMAT0000070",MIMAT0000070,"hsa-miR-17-5p"
"1064","chr13",91350655,91350676,"+","miRNA","MIMAT0000071",MIMAT0000071,"hsa-miR-17-3p"
"1065","chr13",91350751,91350821,"+","miRNA_primary_transcript","MI0000072",MI0000072,"hsa-mir-18a"
"1066","chr13",91350756,91350778,"+","miRNA","MIMAT0000072",MIMAT0000072,"hsa-miR-18a-5p"
"1067","chr13",91350797,91350819,"+","miRNA","MIMAT0002891",MIMAT0002891,"hsa-miR-18a-3p"
"1068","chr13",91350891,91350972,"+","miRNA_primary_transcript","MI0000073",MI0000073,"hsa-mir-19a"
"1069","chr13",91350904,91350925,"+","miRNA","MIMAT0004490",MIMAT0004490,"hsa-miR-19a-5p"
"1070","chr13",91350939,91350961,"+","miRNA","MIMAT0000073",MIMAT0000073,"hsa-miR-19a-3p"
"1071","chr13",91351065,91351135,"+","miRNA_primary_transcript","MI0000076",MI0000076,"hsa-mir-20a"
"1072","chr13",91351072,91351094,"+","miRNA","MIMAT0000075",MIMAT0000075,"hsa-miR-20a-5p"
"1073","chr13",91351108,91351129,"+","miRNA","MIMAT0004493",MIMAT0004493,"hsa-miR-20a-3p"
"1074","chr13",91351192,91351278,"+","miRNA_primary_transcript","MI0000074",MI0000074,"hsa-mir-19b-1"
"1075","chr13",91351207,91351229,"+","miRNA","MIMAT0004491",MIMAT0004491,"hsa-miR-19b-1-5p"
"1076","chr13",91351245,91351267,"+","miRNA","MIMAT0000074",MIMAT0000074,"hsa-miR-19b-3p"
"1077","chr13",91351314,91351391,"+","miRNA_primary_transcript","MI0000093",MI0000093,"hsa-mir-92a-1"
"1078","chr13",91351324,91351346,"+","miRNA","MIMAT0004507",MIMAT0004507,"hsa-miR-92a-1-5p"
"1079","chr13",91351361,91351382,"+","miRNA","MIMAT0000092",MIMAT0000092,"hsa-miR-92a-3p"
"1080","chr13",92490163,92490220,"+","miRNA_primary_transcript","MI0019132",MI0019132,"hsa-mir-548as"
"1081","chr13",92490163,92490184,"+","miRNA","MIMAT0022267",MIMAT0022267,"hsa-miR-548as-5p"
"1082","chr13",92490199,92490220,"+","miRNA","MIMAT0022268",MIMAT0022268,"hsa-miR-548as-3p"
"1083","chr13",96427229,96427292,"+","miRNA_primary_transcript","MI0016864",MI0016864,"hsa-mir-4501"
"1084","chr13",96427229,96427249,"+","miRNA","MIMAT0019037",MIMAT0019037,"hsa-miR-4501"
"1085","chr13",98208524,98208600,"+","miRNA_primary_transcript","MI0014201",MI0014201,"hsa-mir-3170"
"1086","chr13",98208533,98208554,"+","miRNA","MIMAT0015045",MIMAT0015045,"hsa-miR-3170"
"1087","chr13",99356131,99356228,"+","miRNA_primary_transcript","MI0003637",MI0003637,"hsa-mir-623"
"1088","chr13",99356146,99356168,"+","miRNA","MIMAT0003292",MIMAT0003292,"hsa-miR-623"
"1089","chr13",99643059,99643149,"+","miRNA_primary_transcript","MI0015836",MI0015836,"hsa-mir-4306"
"1090","chr13",99643123,99643139,"+","miRNA","MIMAT0016858",MIMAT0016858,"hsa-miR-4306"
"1091","chr13",101967642,101967746,"-","miRNA_primary_transcript","MI0012062",MI0012062,"hsa-mir-2681"
"1092","chr13",101967704,101967725,"-","miRNA","MIMAT0013515",MIMAT0013515,"hsa-miR-2681-5p"
"1093","chr13",101967665,101967686,"-","miRNA","MIMAT0013516",MIMAT0013516,"hsa-miR-2681-3p"
"1094","chr13",102045934,102046004,"-","miRNA_primary_transcript","MI0017338",MI0017338,"hsa-mir-4705"
"1095","chr13",102045974,102045995,"-","miRNA","MIMAT0019805",MIMAT0019805,"hsa-miR-4705"
"1096","chr13",107531171,107531248,"-","miRNA_primary_transcript","MI0006404",MI0006404,"hsa-mir-1267"
"1097","chr13",107531217,107531237,"-","miRNA","MIMAT0005921",MIMAT0005921,"hsa-miR-1267"
"1098","chr13",110340958,110341029,"+","miRNA_primary_transcript","MI0025909",MI0025909,"hsa-mir-8073"
"1099","chr13",110340968,110340989,"+","miRNA","MIMAT0031000",MIMAT0031000,"hsa-miR-8073"
"1100","chr13",113262920,113262999,"+","miRNA_primary_transcript","MI0025911",MI0025911,"hsa-mir-8075"
"1101","chr13",113262966,113262989,"+","miRNA","MIMAT0031002",MIMAT0031002,"hsa-miR-8075"
"1102","chr13",114244505,114244561,"+","miRNA_primary_transcript","MI0019131",MI0019131,"hsa-mir-548ar"
"1103","chr13",114244505,114244525,"+","miRNA","MIMAT0022265",MIMAT0022265,"hsa-miR-548ar-5p"
"1104","chr13",114244541,114244561,"+","miRNA","MIMAT0022266",MIMAT0022266,"hsa-miR-548ar-3p"
"1105","chr13",114273828,114273908,"+","miRNA_primary_transcript","MI0016865",MI0016865,"hsa-mir-4502"
"1106","chr13",114273885,114273906,"+","miRNA","MIMAT0019038",MIMAT0019038,"hsa-miR-4502"
"1107","chr14",21023314,21023386,"-","miRNA_primary_transcript","MI0022551",MI0022551,"hsa-mir-6717"
"1108","chr14",21023355,21023376,"-","miRNA","MIMAT0025846",MIMAT0025846,"hsa-miR-6717-5p"
"1109","chr14",22956950,22957029,"-","miRNA_primary_transcript","MI0017340",MI0017340,"hsa-mir-4707"
"1110","chr14",22956998,22957020,"-","miRNA","MIMAT0019807",MIMAT0019807,"hsa-miR-4707-5p"
"1111","chr14",22956957,22956978,"-","miRNA","MIMAT0019808",MIMAT0019808,"hsa-miR-4707-3p"
"1112","chr14",23388596,23388666,"-","miRNA_primary_transcript","MI0000251",MI0000251,"hsa-mir-208a"
"1113","chr14",23388602,23388623,"-","miRNA","MIMAT0000241",MIMAT0000241,"hsa-miR-208a-3p"
"1114","chr14",23388637,23388658,"-","miRNA","MIMAT0026474",MIMAT0026474,"hsa-miR-208a-5p"
"1115","chr14",23417987,23418063,"-","miRNA_primary_transcript","MI0005570",MI0005570,"hsa-mir-208b"
"1116","chr14",23417997,23418018,"-","miRNA","MIMAT0004960",MIMAT0004960,"hsa-miR-208b-3p"
"1117","chr14",23418032,23418053,"-","miRNA","MIMAT0026722",MIMAT0026722,"hsa-miR-208b-5p"
"1118","chr14",24143489,24143565,"-","miRNA_primary_transcript","MI0025239",MI0025239,"hsa-mir-7703"
"1119","chr14",24143489,24143511,"-","miRNA","MIMAT0030018",MIMAT0030018,"hsa-miR-7703"
"1120","chr14",26908642,26908725,"+","miRNA_primary_transcript","MI0015838",MI0015838,"hsa-mir-4307"
"1121","chr14",26908697,26908715,"+","miRNA","MIMAT0016860",MIMAT0016860,"hsa-miR-4307"
"1122","chr14",27633205,27633278,"-","miRNA_primary_transcript","MI0014202",MI0014202,"hsa-mir-3171"
"1123","chr14",27633246,27633269,"-","miRNA","MIMAT0015046",MIMAT0015046,"hsa-miR-3171"
"1124","chr14",31014646,31014742,"-","miRNA_primary_transcript","MI0003638",MI0003638,"hsa-mir-624"
"1125","chr14",31014706,31014727,"-","miRNA","MIMAT0003293",MIMAT0003293,"hsa-miR-624-5p"
"1126","chr14",31014669,31014689,"-","miRNA","MIMAT0004807",MIMAT0004807,"hsa-miR-624-3p"
"1127","chr14",36952309,36952391,"-","miRNA_primary_transcript","MI0016866",MI0016866,"hsa-mir-4503"
"1128","chr14",36952358,36952379,"-","miRNA","MIMAT0019039",MIMAT0019039,"hsa-miR-4503"
"1129","chr14",47760995,47761104,"-","miRNA_primary_transcript","MI0016595",MI0016595,"hsa-mir-548y"
"1130","chr14",47761061,47761082,"-","miRNA","MIMAT0018354",MIMAT0018354,"hsa-miR-548y"
"1131","chr14",49966399,49966511,"+","miRNA_primary_transcript","MI0020353",MI0020353,"hsa-mir-6076"
"1132","chr14",49966399,49966419,"+","miRNA","MIMAT0023701",MIMAT0023701,"hsa-miR-6076"
"1133","chr14",50299855,50299946,"-","miRNA_primary_transcript","MI0016867",MI0016867,"hsa-mir-4504"
"1134","chr14",50299871,50299892,"-","miRNA","MIMAT0019040",MIMAT0019040,"hsa-miR-4504"
"1135","chr14",53948427,53948484,"-","miRNA_primary_transcript","MI0019135",MI0019135,"hsa-mir-5580"
"1136","chr14",53948463,53948484,"-","miRNA","MIMAT0022273",MIMAT0022273,"hsa-miR-5580-5p"
"1137","chr14",53948427,53948448,"-","miRNA","MIMAT0022274",MIMAT0022274,"hsa-miR-5580-3p"
"1138","chr14",54878113,54878193,"-","miRNA_primary_transcript","MI0015839",MI0015839,"hsa-mir-4308"
"1139","chr14",54878123,54878140,"-","miRNA","MIMAT0016861",MIMAT0016861,"hsa-miR-4308"
"1140","chr14",59646962,59647020,"-","miRNA_primary_transcript","MI0019143",MI0019143,"hsa-mir-5586"
"1141","chr14",59646999,59647020,"-","miRNA","MIMAT0022287",MIMAT0022287,"hsa-miR-5586-5p"
"1142","chr14",59646962,59646983,"-","miRNA","MIMAT0022288",MIMAT0022288,"hsa-miR-5586-3p"
"1143","chr14",60648648,60648711,"+","miRNA_primary_transcript","MI0030983",MI0030983,"hsa-mir-9718"
"1144","chr14",60648681,60648700,"+","miRNA","MIMAT0039310",MIMAT0039310,"hsa-miR-9718"
"1145","chr14",64095024,64095125,"-","miRNA_primary_transcript","MI0006411",MI0006411,"hsa-mir-548h-1"
"1146","chr14",64095084,64095105,"-","miRNA","MIMAT0005928",MIMAT0005928,"hsa-miR-548h-5p"
"1147","chr14",64785626,64785686,"-","miRNA_primary_transcript","MI0025525",MI0025525,"hsa-mir-7855"
"1148","chr14",64785663,64785684,"-","miRNA","MIMAT0030430",MIMAT0030430,"hsa-miR-7855-5p"
"1149","chr14",65044688,65044769,"+","miRNA_primary_transcript","MI0017339",MI0017339,"hsa-mir-4706"
"1150","chr14",65044697,65044721,"+","miRNA","MIMAT0019806",MIMAT0019806,"hsa-miR-4706"
"1151","chr14",65335117,65335183,"-","miRNA_primary_transcript","MI0017341",MI0017341,"hsa-mir-4708"
"1152","chr14",65335155,65335175,"-","miRNA","MIMAT0019809",MIMAT0019809,"hsa-miR-4708-5p"
"1153","chr14",65335123,65335144,"-","miRNA","MIMAT0019810",MIMAT0019810,"hsa-miR-4708-3p"
"1154","chr14",65471102,65471186,"+","miRNA_primary_transcript","MI0003639",MI0003639,"hsa-mir-625"
"1155","chr14",65471116,65471136,"+","miRNA","MIMAT0003294",MIMAT0003294,"hsa-miR-625-5p"
"1156","chr14",65471153,65471174,"+","miRNA","MIMAT0004808",MIMAT0004808,"hsa-miR-625-3p"
"1157","chr14",67441855,67441930,"-","miRNA_primary_transcript","MI0019301",MI0019301,"hsa-mir-5694"
"1158","chr14",67441902,67441922,"-","miRNA","MIMAT0022487",MIMAT0022487,"hsa-miR-5694"
"1159","chr14",72516820,72516898,"+","miRNA_primary_transcript","MI0025510",MI0025510,"hsa-mir-7843"
"1160","chr14",72516831,72516852,"+","miRNA","MIMAT0030411",MIMAT0030411,"hsa-miR-7843-5p"
"1161","chr14",72516866,72516887,"+","miRNA","MIMAT0030412",MIMAT0030412,"hsa-miR-7843-3p"
"1162","chr14",73758747,73758819,"+","miRNA_primary_transcript","MI0016868",MI0016868,"hsa-mir-4505"
"1163","chr14",73758749,73758766,"+","miRNA","MIMAT0019041",MIMAT0019041,"hsa-miR-4505"
"1164","chr14",74480133,74480204,"-","miRNA_primary_transcript","MI0017342",MI0017342,"hsa-mir-4709"
"1165","chr14",74480175,74480196,"-","miRNA","MIMAT0019811",MIMAT0019811,"hsa-miR-4709-5p"
"1166","chr14",74480135,74480157,"-","miRNA","MIMAT0019812",MIMAT0019812,"hsa-miR-4709-3p"
"1167","chr14",77266218,77266290,"+","miRNA_primary_transcript","MI0006394",MI0006394,"hsa-mir-1260a"
"1168","chr14",77266231,77266248,"+","miRNA","MIMAT0005911",MIMAT0005911,"hsa-miR-1260a"
"1169","chr14",93948226,93948302,"-","miRNA_primary_transcript","MI0016869",MI0016869,"hsa-mir-4506"
"1170","chr14",93948233,93948252,"-","miRNA","MIMAT0019042",MIMAT0019042,"hsa-miR-4506"
"1171","chr14",95137919,95137986,"-","miRNA_primary_transcript","MI0014204",MI0014204,"hsa-mir-3173"
"1172","chr14",95137923,95137944,"-","miRNA","MIMAT0015048",MIMAT0015048,"hsa-miR-3173-3p"
"1173","chr14",95137961,95137982,"-","miRNA","MIMAT0019214",MIMAT0019214,"hsa-miR-3173-5p"
"1174","chr14",100109419,100109514,"-","miRNA_primary_transcript","MI0003772",MI0003772,"hsa-mir-151b"
"1175","chr14",100109438,100109455,"-","miRNA","MIMAT0010214",MIMAT0010214,"hsa-miR-151b"
"1176","chr14",100109655,100109753,"+","miRNA_primary_transcript","MI0000805",MI0000805,"hsa-mir-342"
"1177","chr14",100109673,100109693,"+","miRNA","MIMAT0004694",MIMAT0004694,"hsa-miR-342-5p"
"1178","chr14",100109715,100109737,"+","miRNA","MIMAT0000753",MIMAT0000753,"hsa-miR-342-3p"
"1179","chr14",100277357,100277417,"+","miRNA_primary_transcript","MI0022609",MI0022609,"hsa-mir-6764"
"1180","chr14",100277362,100277383,"+","miRNA","MIMAT0027428",MIMAT0027428,"hsa-miR-6764-5p"
"1181","chr14",100277397,100277417,"+","miRNA","MIMAT0027429",MIMAT0027429,"hsa-miR-6764-3p"
"1182","chr14",100307859,100307956,"+","miRNA_primary_transcript","MI0000825",MI0000825,"hsa-mir-345"
"1183","chr14",100307876,100307897,"+","miRNA","MIMAT0000772",MIMAT0000772,"hsa-miR-345-5p"
"1184","chr14",100307912,100307933,"+","miRNA","MIMAT0022698",MIMAT0022698,"hsa-miR-345-3p"
"1185","chr14",100814491,100814574,"+","miRNA_primary_transcript","MI0016870",MI0016870,"hsa-mir-2392"
"1186","chr14",100814551,100814570,"+","miRNA","MIMAT0019043",MIMAT0019043,"hsa-miR-2392"
"1187","chr14",100852390,100852487,"+","miRNA_primary_transcript","MI0005118",MI0005118,"hsa-mir-770"
"1188","chr14",100852409,100852431,"+","miRNA","MIMAT0003948",MIMAT0003948,"hsa-miR-770-5p"
"1189","chr14",100869060,100869148,"+","miRNA_primary_transcript","MI0003132",MI0003132,"hsa-mir-493"
"1190","chr14",100869075,100869096,"+","miRNA","MIMAT0002813",MIMAT0002813,"hsa-miR-493-5p"
"1191","chr14",100869116,100869137,"+","miRNA","MIMAT0003161",MIMAT0003161,"hsa-miR-493-3p"
"1192","chr14",100874493,100874585,"+","miRNA_primary_transcript","MI0000806",MI0000806,"hsa-mir-337"
"1193","chr14",100874515,100874535,"+","miRNA","MIMAT0004695",MIMAT0004695,"hsa-miR-337-5p"
"1194","chr14",100874553,100874574,"+","miRNA","MIMAT0000754",MIMAT0000754,"hsa-miR-337-3p"
"1195","chr14",100875033,100875104,"+","miRNA_primary_transcript","MI0005563",MI0005563,"hsa-mir-665"
"1196","chr14",100875075,100875094,"+","miRNA","MIMAT0004952",MIMAT0004952,"hsa-miR-665"
"1197","chr14",100881007,100881120,"+","miRNA_primary_transcript","MI0001721",MI0001721,"hsa-mir-431"
"1198","chr14",100881026,100881046,"+","miRNA","MIMAT0001625",MIMAT0001625,"hsa-miR-431-5p"
"1199","chr14",100881069,100881090,"+","miRNA","MIMAT0004757",MIMAT0004757,"hsa-miR-431-3p"
"1200","chr14",100881886,100881978,"+","miRNA_primary_transcript","MI0001723",MI0001723,"hsa-mir-433"
"1201","chr14",100881949,100881970,"+","miRNA","MIMAT0001627",MIMAT0001627,"hsa-miR-433-3p"
"1202","chr14",100881897,100881918,"+","miRNA","MIMAT0026554",MIMAT0026554,"hsa-miR-433-5p"
"1203","chr14",100882979,100883075,"+","miRNA_primary_transcript","MI0000472",MI0000472,"hsa-mir-127"
"1204","chr14",100883001,100883022,"+","miRNA","MIMAT0004604",MIMAT0004604,"hsa-miR-127-5p"
"1205","chr14",100883035,100883056,"+","miRNA","MIMAT0000446",MIMAT0000446,"hsa-miR-127-3p"
"1206","chr14",100884483,100884576,"+","miRNA_primary_transcript","MI0003133",MI0003133,"hsa-mir-432"
"1207","chr14",100884496,100884518,"+","miRNA","MIMAT0002814",MIMAT0002814,"hsa-miR-432-5p"
"1208","chr14",100884544,100884564,"+","miRNA","MIMAT0002815",MIMAT0002815,"hsa-miR-432-3p"
"1209","chr14",100884702,100884783,"+","miRNA_primary_transcript","MI0000475",MI0000475,"hsa-mir-136"
"1210","chr14",100884716,100884738,"+","miRNA","MIMAT0000448",MIMAT0000448,"hsa-miR-136-5p"
"1211","chr14",100884750,100884771,"+","miRNA","MIMAT0004606",MIMAT0004606,"hsa-miR-136-3p"
"1212","chr14",100911139,100911213,"+","miRNA_primary_transcript","MI0000778",MI0000778,"hsa-mir-370"
"1213","chr14",100911186,100911207,"+","miRNA","MIMAT0000722",MIMAT0000722,"hsa-miR-370-3p"
"1214","chr14",100911151,100911172,"+","miRNA","MIMAT0026483",MIMAT0026483,"hsa-miR-370-5p"
"1215","chr14",101022066,101022132,"+","miRNA_primary_transcript","MI0000787",MI0000787,"hsa-mir-379"
"1216","chr14",101022071,101022091,"+","miRNA","MIMAT0000733",MIMAT0000733,"hsa-miR-379-5p"
"1217","chr14",101022109,101022130,"+","miRNA","MIMAT0004690",MIMAT0004690,"hsa-miR-379-3p"
"1218","chr14",101023325,101023420,"+","miRNA_primary_transcript","MI0003675",MI0003675,"hsa-mir-411"
"1219","chr14",101023340,101023360,"+","miRNA","MIMAT0003329",MIMAT0003329,"hsa-miR-411-5p"
"1220","chr14",101023375,101023396,"+","miRNA","MIMAT0004813",MIMAT0004813,"hsa-miR-411-3p"
"1221","chr14",101023794,101023856,"+","miRNA_primary_transcript","MI0000744",MI0000744,"hsa-mir-299"
"1222","chr14",101023800,101023821,"+","miRNA","MIMAT0002890",MIMAT0002890,"hsa-miR-299-5p"
"1223","chr14",101023832,101023853,"+","miRNA","MIMAT0000687",MIMAT0000687,"hsa-miR-299-3p"
"1224","chr14",101025017,101025077,"+","miRNA_primary_transcript","MI0000788",MI0000788,"hsa-mir-380"
"1225","chr14",101025021,101025042,"+","miRNA","MIMAT0000734",MIMAT0000734,"hsa-miR-380-5p"
"1226","chr14",101025056,101025077,"+","miRNA","MIMAT0000735",MIMAT0000735,"hsa-miR-380-3p"
"1227","chr14",101025564,101025651,"+","miRNA_primary_transcript","MI0006656",MI0006656,"hsa-mir-1197"
"1228","chr14",101025620,101025640,"+","miRNA","MIMAT0005955",MIMAT0005955,"hsa-miR-1197"
"1229","chr14",101025732,101025817,"+","miRNA_primary_transcript","MI0000807",MI0000807,"hsa-mir-323a"
"1230","chr14",101025747,101025768,"+","miRNA","MIMAT0004696",MIMAT0004696,"hsa-miR-323a-5p"
"1231","chr14",101025782,101025802,"+","miRNA","MIMAT0000755",MIMAT0000755,"hsa-miR-323a-3p"
"1232","chr14",101026020,101026107,"+","miRNA_primary_transcript","MI0003757",MI0003757,"hsa-mir-758"
"1233","chr14",101026071,101026092,"+","miRNA","MIMAT0003879",MIMAT0003879,"hsa-miR-758-3p"
"1234","chr14",101026034,101026055,"+","miRNA","MIMAT0022929",MIMAT0022929,"hsa-miR-758-5p"
"1235","chr14",101026785,101026864,"+","miRNA_primary_transcript","MI0001725",MI0001725,"hsa-mir-329-1"
"1236","chr14",101026834,101026855,"+","miRNA","MIMAT0001629",MIMAT0001629,"hsa-miR-329-3p"
"1237","chr14",101026797,101026819,"+","miRNA","MIMAT0026555",MIMAT0026555,"hsa-miR-329-5p"
"1238","chr14",101027100,101027183,"+","miRNA_primary_transcript","MI0001726",MI0001726,"hsa-mir-329-2"
"1239","chr14",101027151,101027172,"+","miRNA","MIMAT0001629_1",MIMAT0001629,"hsa-miR-329-3p"
"1240","chr14",101027114,101027136,"+","miRNA","MIMAT0026555_1",MIMAT0026555,"hsa-miR-329-5p"
"1241","chr14",101029634,101029714,"+","miRNA_primary_transcript","MI0003134",MI0003134,"hsa-mir-494"
"1242","chr14",101029681,101029702,"+","miRNA","MIMAT0002816",MIMAT0002816,"hsa-miR-494-3p"
"1243","chr14",101029648,101029670,"+","miRNA","MIMAT0026607",MIMAT0026607,"hsa-miR-494-5p"
"1244","chr14",101030052,101030129,"+","miRNA_primary_transcript","MI0014205",MI0014205,"hsa-mir-1193"
"1245","chr14",101030061,101030083,"+","miRNA","MIMAT0015049",MIMAT0015049,"hsa-miR-1193"
"1246","chr14",101031987,101032064,"+","miRNA_primary_transcript","MI0005565",MI0005565,"hsa-mir-543"
"1247","chr14",101032033,101032054,"+","miRNA","MIMAT0004954",MIMAT0004954,"hsa-miR-543"
"1248","chr14",101033755,101033836,"+","miRNA_primary_transcript","MI0003135",MI0003135,"hsa-mir-495"
"1249","chr14",101033804,101033825,"+","miRNA","MIMAT0002817",MIMAT0002817,"hsa-miR-495-3p"
"1250","chr14",101033768,101033789,"+","miRNA","MIMAT0022924",MIMAT0022924,"hsa-miR-495-5p"
"1251","chr14",101039690,101039755,"+","miRNA_primary_transcript","MI0000776",MI0000776,"hsa-mir-376c"
"1252","chr14",101039732,101039752,"+","miRNA","MIMAT0000720",MIMAT0000720,"hsa-miR-376c-3p"
"1253","chr14",101039694,101039714,"+","miRNA","MIMAT0022861",MIMAT0022861,"hsa-miR-376c-5p"
"1254","chr14",101040069,101040148,"+","miRNA_primary_transcript","MI0003529",MI0003529,"hsa-mir-376a-2"
"1255","chr14",101040118,101040138,"+","miRNA","MIMAT0000729",MIMAT0000729,"hsa-miR-376a-3p"
"1256","chr14",101040080,101040100,"+","miRNA","MIMAT0022928",MIMAT0022928,"hsa-miR-376a-2-5p"
"1257","chr14",101040219,101040299,"+","miRNA_primary_transcript","MI0003676",MI0003676,"hsa-mir-654"
"1258","chr14",101040234,101040255,"+","miRNA","MIMAT0003330",MIMAT0003330,"hsa-miR-654-5p"
"1259","chr14",101040269,101040290,"+","miRNA","MIMAT0004814",MIMAT0004814,"hsa-miR-654-3p"
"1260","chr14",101040436,101040535,"+","miRNA_primary_transcript","MI0002466",MI0002466,"hsa-mir-376b"
"1261","chr14",101040497,101040518,"+","miRNA","MIMAT0002172",MIMAT0002172,"hsa-miR-376b-3p"
"1262","chr14",101040459,101040480,"+","miRNA","MIMAT0022923",MIMAT0022923,"hsa-miR-376b-5p"
"1263","chr14",101040782,101040849,"+","miRNA_primary_transcript","MI0000784",MI0000784,"hsa-mir-376a-1"
"1264","chr14",101040788,101040809,"+","miRNA","MIMAT0003386",MIMAT0003386,"hsa-miR-376a-5p"
"1265","chr14",101040825,101040845,"+","miRNA","MIMAT0000729_1",MIMAT0000729,"hsa-miR-376a-3p"
"1266","chr14",101041363,101041445,"+","miRNA_primary_transcript","MI0005525",MI0005525,"hsa-mir-300"
"1267","chr14",101041414,101041435,"+","miRNA","MIMAT0004903",MIMAT0004903,"hsa-miR-300"
"1268","chr14",101042977,101043062,"+","miRNA_primary_transcript","MI0003844",MI0003844,"hsa-mir-1185-1"
"1269","chr14",101042991,101043011,"+","miRNA","MIMAT0005798",MIMAT0005798,"hsa-miR-1185-5p"
"1270","chr14",101043029,101043050,"+","miRNA","MIMAT0022838",MIMAT0022838,"hsa-miR-1185-1-3p"
"1271","chr14",101044198,101044283,"+","miRNA_primary_transcript","MI0003821",MI0003821,"hsa-mir-1185-2"
"1272","chr14",101044212,101044232,"+","miRNA","MIMAT0005798_1",MIMAT0005798,"hsa-miR-1185-5p"
"1273","chr14",101044250,101044271,"+","miRNA","MIMAT0022713",MIMAT0022713,"hsa-miR-1185-2-3p"
"1274","chr14",101045920,101045994,"+","miRNA_primary_transcript","MI0000789",MI0000789,"hsa-mir-381"
"1275","chr14",101045968,101045989,"+","miRNA","MIMAT0000736",MIMAT0000736,"hsa-miR-381-3p"
"1276","chr14",101045927,101045948,"+","miRNA","MIMAT0022862",MIMAT0022862,"hsa-miR-381-5p"
"1277","chr14",101046455,101046538,"+","miRNA_primary_transcript","MI0003530",MI0003530,"hsa-mir-487b"
